5	157817000	157818000	5	157994000	157995000
5	157761000	157762000	5	157994000	157995000
5	157817000	157818000	5	157949000	157950000
5	157817000	157818000	5	157918000	157919000
5	157856000	157857000	5	157948000	157949000
5	157855000	157856000	5	157918000	157919000
5	157762000	157763000	5	157948000	157949000
5	157856000	157857000	5	157993000	157994000
5	157149000	157150000	5	157310000	157311000
5	157253000	157254000	5	157311000	157312000
5	157328000	157329000	5	157476000	157477000
5	157343000	157344000	5	157476000	157477000
5	157366000	157367000	5	157476000	157477000
5	158074000	158075000	5	159132000	159133000
5	158074000	158075000	5	159106000	159107000
5	158174000	158175000	5	159133000	159134000
5	158174000	158175000	5	159105000	159106000
5	158694000	158695000	5	159133000	159134000
5	158695000	158696000	5	159106000	159107000
5	159156000	159157000	5	159316000	159317000
5	159097000	159098000	5	159207000	159208000
5	159179000	159180000	5	159206000	159207000
5	159178000	159179000	5	159262000	159263000
5	159208000	159209000	5	159261000	159262000
5	159445000	159446000	5	159986000	159987000
5	159445000	159446000	5	159963000	159964000
5	159445000	159446000	5	159915000	159916000
5	159516000	159517000	5	159916000	159917000
5	159516000	159517000	5	159964000	159965000
5	159516000	159517000	5	159987000	159988000
5	159330000	159331000	5	159987000	159988000
5	159283000	159284000	5	159985000	159986000
5	159283000	159284000	5	159966000	159967000
5	157328000	157329000	5	157741000	157742000
5	157343000	157344000	5	157741000	157742000
5	157343000	157344000	5	157722000	157723000
5	157327000	157328000	5	157722000	157723000
5	157363000	157364000	5	157741000	157742000
5	157364000	157365000	5	157722000	157723000
5	157668000	157669000	5	157742000	157743000
5	157148000	157149000	5	157473000	157474000
5	157252000	157253000	5	157473000	157474000
5	157267000	157268000	5	157729000	157730000
5	157142000	157143000	5	157727000	157728000
5	157463000	157464000	5	157517000	157518000
5	157610000	157611000	5	157729000	157730000
5	157575000	157576000	5	157729000	157730000
5	159327000	159328000	5	159967000	159968000
5	159329000	159330000	5	159914000	159915000
5	159287000	159288000	5	159915000	159916000
4	63054000	63055000	4	63186000	63187000
6	26030000	26031000	6	27134000	27135000
6	26031000	26032000	6	27145000	27146000
6	26056000	26057000	6	27134000	27135000
6	26057000	26058000	6	27147000	27148000
6	26105000	26106000	6	27146000	27147000
6	26104000	26105000	6	27132000	27133000
6	26123000	26124000	6	27146000	27147000
6	26157000	26158000	6	27147000	27148000
6	26157000	26158000	6	27135000	27136000
6	26173000	26174000	6	27135000	27136000
6	26202000	26203000	6	27133000	27134000
6	26216000	26217000	6	27132000	27133000
6	26202000	26203000	6	27146000	27147000
6	26217000	26218000	6	27147000	27148000
6	26223000	26224000	6	27158000	27159000
6	26158000	26159000	6	26285000	26286000
6	26173000	26174000	6	26285000	26286000
6	26189000	26190000	6	26285000	26286000
6	26205000	26206000	6	26285000	26286000
6	26218000	26219000	6	26285000	26286000
6	26234000	26235000	6	26285000	26286000
6	26173000	26174000	6	26312000	26313000
6	26173000	26174000	6	26320000	26321000
6	26190000	26191000	6	26320000	26321000
6	26205000	26206000	6	26321000	26322000
6	26218000	26219000	6	26321000	26322000
6	26218000	26219000	6	26312000	26313000
6	26218000	26219000	6	26297000	26298000
6	26174000	26175000	6	26329000	26330000
6	26206000	26207000	6	26330000	26331000
6	26234000	26235000	6	26296000	26297000
6	26173000	26174000	6	26296000	26297000
6	26189000	26190000	6	26296000	26297000
6	26205000	26206000	6	26297000	26298000
6	26159000	26160000	6	26320000	26321000
6	26159000	26160000	6	26329000	26330000
6	26190000	26191000	6	26329000	26330000
6	26218000	26219000	6	26329000	26330000
6	26572000	26573000	6	26595000	26596000
6	26554000	26555000	6	26595000	26596000
6	26521000	26522000	6	26595000	26596000
6	26521000	26522000	6	26571000	26572000
6	26538000	26539000	6	26571000	26572000
6	26537000	26538000	6	26595000	26596000
6	26537000	26538000	6	26554000	26555000
6	26521000	26522000	6	26555000	26556000
6	26521000	26522000	6	26537000	26538000
6	26341000	26342000	6	26596000	26597000
6	26342000	26343000	6	26571000	26572000
